LOWER_ARM_L,LOWER_ARM_R,LOWER_LEG_L,LOWER_LEG_R,UPPER_ARM_L,UPPER_ARM_R,UPPER_LEG_L,UPPER_LEG_R,name
11.412518146768802,13.338780676164287,15.736502042939701,17.144495154239113,11.241252814575867,5.799848478645251,17.798535488055624,16.929322170134057,02010305305
14.850634354894822,10.73138520333054,16.049192182918322,16.34878460587016,13.075158431026399,9.317037315017112,17.650500156196472,17.97151455370496,01010204368
14.83122526432601,15.733435474566704,17.801844692003723,20.282243278677463,15.342380903668223,15.24802894280213,18.313903752141325,20.467751965225716,01010207351
12.87235643933219,15.69905157670162,17.48077948523871,16.211356078264785,13.609656211849357,10.889000247628484,18.39698953778782,17.82200877236252,02010305309
12.151492930767562,12.179222154408919,12.43989583151374,13.192380726447988,13.136433994549565,13.548612358108192,16.74433194634647,17.71807343701065,02010512333
15.46685756622029,13.114569586615607,18.51305947505638,16.531219073476368,11.60248713525381,14.96004112939619,20.739275668079458,21.977673645735702,02021032314
10.973837431233608,14.840612913137251,15.432276028182143,14.940916804976531,12.969278255420408,11.328747288418706,19.160487565090726,19.5357387165983,02010101304
11.966211783952495,13.040770079733864,12.699128880857497,11.50179222545088,13.325769309296591,12.329003895583872,14.824728861378889,16.93683549304414,02010408342
13.482553685946012,13.52092130429336,13.760737787902384,13.478355160444245,15.835481251949851,15.009249428630836,16.01526976172307,15.69696025654529,02021034344
11.532085797025655,12.50138201060316,14.370075607238105,15.339084862030553,10.371193611550154,8.648629319339657,15.228544937780166,14.440601564046416,01010101378
15.411774031583782,12.461065023740248,15.918555224785932,15.664256325397213,12.18697040852164,13.89681858045623,16.786129350391377,18.728279183658834,02021240323
10.501757242705436,11.97472222757036,11.381952370121258,13.215430185276068,13.028313313073642,8.814709642473453,15.389283846486213,16.787499666806195,02021137318
7.375698933629844,20.39163722753074,8.423314338602324,3.28269410796323,14.711825678838597,16.112014457438292,46.19559055820254,19.29181583209587,02010202331
14.82468731827449,14.63709156020183,15.182268900063006,18.451577650614748,15.203247818205972,14.234986656500087,17.873239368232177,20.871704288122558,02021240317
13.773261059445,9.881222431821573,23.20066387066746,12.416116721987207,7.431551780929181,11.856908159082279,9.853323062853677,16.593374878957505,01010413315
12.25471032484389,15.046521367739436,16.506212304363263,14.363452199374843,13.88962564215581,10.82286760374433,15.675123080939981,18.63405099622127,02021240324
9.45267876539151,9.751088750324087,9.268677782073437,10.29392729062683,10.487334811237487,9.661915364184464,14.056167281430673,14.635143639833187,02010512338
12.815435272497652,14.72104597400593,12.443402401015538,11.558720412994434,12.843578477526858,9.627812185757113,18.115591693792442,18.833579782720054,01010308337
12.038220407847248,13.658620338538656,14.686728644616501,16.059770708558972,14.057675414230236,9.37729805326465,19.240553482237623,18.24920938945344,01010412335
10.782814291239502,12.09054792204201,12.73574182963501,11.528613997362788,12.528428975758056,11.294211694661488,16.73700083096429,16.702381925312213,02021034326
9.893390347006575,15.821818392248954,17.97984331923688,14.758473646241853,19.635529613963627,10.300177362412265,14.715490221687576,16.053544724949035,01010308338
13.994279239987652,13.067787383166834,13.48868418707185,16.99074663648713,12.23605742275645,19.079152339461853,20.91045917888679,22.19467304651559,02010305329
