FOOT_L,FOOT_R,HAND_L,HAND_R,HEAD,LOWER_ARM_L_x,LOWER_ARM_R_x,LOWER_LEG_L_x,LOWER_LEG_R_x,TORSO,UPPER_ARM_L_x,UPPER_ARM_R_x,UPPER_LEG_L_x,UPPER_LEG_R_x,EYE,HIP,LOWER_ARM_L_y,LOWER_ARM_R_y,LOWER_LEG_L_y,LOWER_LEG_R_y,SHOULDER,UPPER_ARM_L_y,UPPER_ARM_R_y,UPPER_LEG_L_y,UPPER_LEG_R_y,Age_M,name,Height_cm,Weight_kg
1.1737036399931646,1.418225231658407,1.2470601174927367,1.124799321660116,7.531265023289471,1.1492514808266399,1.32041659499231,2.3474072799863293,2.5185723941519984,15.062530046578942,1.32041659499231,1.442677390824931,4.083510580809551,4.425840809140891,2.132714800251075,3.6068856277050356,5.35347246123647,4.865383594768203,6.441115977591271,7.070701227738887,7.0285453570108265,4.679168681637897,4.560963052924563,8.024437404170476,8.017984435810815,-0.38198167776078623,01010101327,94.75,13.0
1.0689086721366314,2.0435018732023846,1.3832935757062297,1.2889781046353501,12.198134258500385,2.012063382845424,1.8548709310606257,3.363918468194694,4.055565256047808,21.18954250059088,2.200694324987183,2.232132815344143,4.275634688546526,5.061596947470522,2.096126980506323,4.7183349783658635,6.2647144137692985,6.924752668827222,7.342650065795263,7.871200121308407,7.745195216433826,6.608563548060978,5.40676472862393,9.075918867567395,9.041399211281677,0.20263838000120069,01010101338,97.85,15.5
1.8430814971767655,1.5955033856157077,0.8802777299948732,1.7055381018650673,8.96782937432277,1.5129773484286886,1.6230120646780475,2.915919980608018,2.805885264358659,15.624929707408999,1.5679947065533684,1.6230120646780475,3.79619771060289,4.511423366223726,1.9288369109751633,3.7517263920217068,6.0783523477822765,6.803414821402286,7.700238484592843,8.48394915127692,8.273518678798695,4.503766050667661,3.0793809790284503,7.470930101360597,8.145515330554256,-0.3280807935825739,01010101363,96.9,14.4
1.5492888047909767,1.5844999139907716,1.0563332759938477,1.5140776955911819,10.035166121941554,1.7957665691895417,1.7253443507899517,3.6971664659784667,3.0281553911823638,19.99991002548352,1.7605554599897464,2.0774554427879006,5.3520885983688276,5.845044127165959,2.32830281459273,5.3186315847368535,6.262232799307934,7.365720557456723,7.542574365275005,7.0361040137551205,9.510866721524874,6.56641321978376,4.376975972703068,8.469921478406645,8.481880448866056,-0.6349024324418034,01010101331,99.45,14.8
2.8242243837335512,2.3840855187361143,1.7605554599897464,0.8435994912450868,14.34119135116648,2.3474072799863293,2.200694324987183,3.7045021137284246,4.1813192174756475,28.058852643586583,2.1640160862373965,2.9342590999829112,7.665751898705352,9.499663836194676,2.432214600168274,5.812728417771888,5.708324221929027,6.797716962871602,8.10813591187868,8.638353081786985,10.40482387351837,7.66578085827431,6.839815415493191,9.887269559111866,10.559955738582266,0.8204281756351367,01010101361,101.45,18.5
1.9366110059887212,1.7312128689899173,1.0563332759938477,1.115018457993506,8.274610661951808,1.7605554599897464,1.3497591859921387,2.4647776439856455,2.4647776439856455,15.874341730907545,1.6431850959904302,1.6138425049906007,4.019934966976588,4.372046058974536,1.9188957824631965,4.463248602817532,4.983010685154751,5.5132884638678705,6.840676799659528,6.815147718300734,8.600347932060693,6.474788856553097,4.769085704240171,6.830510545922633,8.189828709778572,-0.5644164387824302,01010101359,87.45,11.2
1.701870277990088,2.1420091429875248,1.115018457993506,0.7335647749957278,10.357934622939677,2.024638778988208,1.701870277990088,2.846231326983424,3.315712782980689,19.776906333884817,1.9072684149888919,2.200694324987183,5.134953424970093,5.721805244966676,1.0193811881950359,4.346363897277239,6.161435878537183,6.504953163019704,8.263020198826753,8.103349367966947,7.238982376068975,6.181341003590657,7.031662950656212,8.983997133897807,9.364358162670129,1.7533321648688796,01010101314,102.95,14.8
1.250920984729557,1.1814253744668037,1.1350949676249682,1.5752338326224047,7.436030298114585,1.250920984729557,1.3435817984132272,2.409181155775443,1.7605554599897464,15.335364664647525,1.227755781308639,1.4130774086759805,3.9844149883978472,4.957353532076391,1.0683657662306008,4.9429142417093415,4.68178239355542,4.817949877451152,6.1566026560100005,6.78058121044523,6.571891990402471,6.067550745382832,4.777987694271156,7.043220138751582,6.915771764502785,-1.0039177507650119,01010101312,83.65,10.6
1.7302010555071645,2.0033906958504013,0.9409865389600369,1.0016953479252009,11.079357636142369,1.5784290330942554,1.6998466510245827,3.0657948527407655,3.156858066188511,19.275046846439466,1.3052393927510193,1.8212642689549101,4.067490200665967,5.46379280686473,1.953164648221373,6.517513602042175,6.170897107369035,6.650402009205311,7.233862781258887,7.880290752691618,7.859255971642205,5.858441056629952,6.0227905752208475,8.858057012262533,9.231764002660938,1.7367470553877205,01010101326,101.55,15.1
1.2023305580417782,1.2667411236511592,1.073509426823016,0.858807541458413,7.578976553370494,1.1593901809688574,1.2452709351146984,2.6193630014481597,2.297310173401254,14.020033114308589,1.3526218777970005,1.4385026319428416,3.864633936562858,4.057865633391001,1.9285104938796318,4.894939906439357,4.770862361719875,5.016357567330819,6.172619554498651,5.465912682353211,5.895689731843717,5.246654038571094,5.475001957503127,6.258896327394546,7.435833776476486,1.23462144300729,01010101324,98.1,16.4
