ChildID,Age_M
 03010209322,9.073962211608887
01010101303,32.416404724121094
010101013100,41.35886001586914
010101013103,39.45201110839844
010101013105,38.69584655761719
01010101312,31.627363204956055
010101013130,35.999961853027344
010101013135,41.52324295043945
010101013137,55.56158447265625
01010101314,53.490352630615234
010101013149,44.77803421020508
010101013162,28.471200942993164
010101013168,38.59721755981445
010101013178,17.55614471435547
010101013179,11.243823051452637
010101013180,3.649311065673828
010101013181,4.109584331512451
010101013182,1.8739705085754395
010101013184,5.687664985656738
010101013185,20.843812942504883
010101013186,12.558890342712402
010101013187,14.498614311218262
010101013188,10.0931396484375
010101013189,24.197233200073242
010101013190,8.942456245422363
010101013191,14.695874214172363
010101013192,8.547935485839844
010101013193,9.041086196899414
010101013194,10.915056228637695
010101013195,20.942441940307617
010101013196,10.684919357299805
01010101322,50.038299560546875
01010101324,50.136932373046875
01010101326,53.35884475708008
01010101327,36.55886459350586
01010101328,46.58625030517578
01010101331,34.55338668823242
01010101333,31.035581588745117
01010101336,41.55611801147461
01010101338,41.19447708129883
01010101346,45.20542907714844
01010101359,35.11228942871094
01010101361,46.093101501464844
01010101363,36.98625946044922
01010101364,33.79722213745117
01010101366,46.48762130737305
01010101368,52.734188079833984
01010101374,49.11775588989258
01010101378,39.48488998413086
01010101379,43.397212982177734
01010101382,34.947906494140625
01010101383,34.652015686035156
01010101387,46.61912536621094
01010101390,40.701324462890625
01010101395,45.07392501831055
01010101398,35.57256317138672
01010102305,45.00817108154297
010101023102,54.50952911376953
010101023103,50.597206115722656
010101023104,36.131465911865234
010101023106,42.83831024169922
010101023109,33.5999641418457
010101023112,46.915016174316406
010101023116,40.43831253051758
010101023118,32.252017974853516
010101023124,53.424598693847656
010101023128,43.923240661621094
010101023137,34.55338668823242
010101023138,34.55338668823242
010101023140,44.44926452636719
010101023142,39.48488998413086
010101023145,35.408180236816406
010101023146,42.96981430053711
010101023147,52.438297271728516
010101023149,35.50680923461914
010101023150,34.487632751464844
010101023154,41.7862548828125
010101023155,52.60268020629883
010101023156,43.857486724853516
010101023158,32.28489685058594
010101023162,37.0520133972168
010101023163,50.92597198486328
010101023167,34.09311294555664
010101023170,50.564327239990234
010101023172,34.12599182128906
010101023175,44.41638946533203
010101023176,46.1259765625
010101023178,45.00817108154297
010101023187,45.994468688964844
010101023192,45.63282775878906
010101023200,32.15338897705078
010101023201,32.8109245300293
010101023204,27.419147491455078
010101023205,28.56983184814453
010101023211,45.96159362792969
010101023222,23.243810653686523
010101023227,19.068471908569336
010101023228,16.438337326049805
010101023229,17.29313087463379
01010102323,35.408180236816406
010101023230,21.13970375061035
010101023235,13.643820762634277
010101023236,21.567100524902344
010101023237,7.791772365570068
010101023238,4.931501388549805
010101023239,11.605466842651367
010101023240,13.150670051574707
010101023241,10.652043342590332
010101023242,10.947933197021484
010101023243,13.643820762634277
010101023244,16.40546226501465
010101023245,7.002732276916504
010101023246,6.0821852684021
010101023247,2.8273942470550537
010101023248,11.441082954406738
010101023249,3.4520509243011475
010101023250,10.290399551391602
010101023251,8.547935485839844
