EYE,HIP,LOWER_ARM_L,LOWER_ARM_R,LOWER_LEG_L,LOWER_LEG_R,SHOULDER,UPPER_ARM_L,UPPER_ARM_R,UPPER_LEG_L,UPPER_LEG_R,name
1.245428176650922,11.839049997338448,11.412518146768802,13.338780676164287,15.736502042939701,17.144495154239113,11.927221575100612,11.241252814575867,5.799848478645251,17.798535488055624,16.929322170134057,02010305305
5.129712593507301,9.954738701315009,14.850634354894822,10.73138520333054,16.049192182918322,16.34878460587016,16.581810447018302,13.075158431026399,9.317037315017112,17.650500156196472,17.97151455370496,01010204368
2.957158703008563,12.573617602282544,14.83122526432601,15.733435474566704,17.801844692003723,20.282243278677463,18.04969502913593,15.342380903668223,15.24802894280213,18.313903752141325,20.467751965225716,01010207351
2.9617249751912857,12.319849613547882,12.87235643933219,15.69905157670162,17.48077948523871,16.211356078264785,18.058374067300072,13.609656211849357,10.889000247628484,18.39698953778782,17.82200877236252,02010305309
4.821488082927001,8.705512092196,12.151492930767562,12.179222154408919,12.43989583151374,13.192380726447988,14.102000861695977,13.136433994549565,13.548612358108192,16.74433194634647,17.71807343701065,02010512333
6.177142512307699,10.91671281560727,15.46685756622029,13.114569586615607,18.51305947505638,16.531219073476368,20.54060159685733,11.60248713525381,14.96004112939619,20.739275668079458,21.977673645735702,02021032314
5.46995761598925,11.682935388443633,10.973837431233608,14.840612913137251,15.432276028182143,14.940916804976531,16.36339102482871,12.969278255420408,11.328747288418706,19.160487565090726,19.5357387165983,02010101304
4.910621275656186,11.1955584791923,11.966211783952495,13.040770079733864,12.699128880857497,11.50179222545088,17.332347370995457,13.325769309296591,12.329003895583872,14.824728861378889,16.93683549304414,02010408342
3.1429237385739306,12.431110192167074,13.482553685946012,13.52092130429336,13.760737787902384,13.478355160444245,15.559778831025707,15.835481251949851,15.009249428630836,16.01526976172307,15.69696025654529,02021034344
4.541219499065494,11.100757118658787,11.532085797025655,12.50138201060316,14.370075607238105,15.339084862030553,17.032851345560992,10.371193611550154,8.648629319339657,15.228544937780166,14.440601564046416,01010101378
2.7864798219045066,1.5257941161029374,15.411774031583782,12.461065023740248,15.918555224785932,15.664256325397213,14.48862437416791,12.18697040852164,13.89681858045623,16.786129350391377,18.728279183658834,02021240323
4.04623206955144,10.34369683382003,10.501757242705436,11.97472222757036,11.381952370121258,13.215430185276068,15.973457246079962,13.028313313073642,8.814709642473453,15.389283846486213,16.787499666806195,02021137318
0.42025404204217615,4.171560278919224,7.375698933629844,20.39163722753074,8.423314338602324,3.28269410796323,8.692549647013331,14.711825678838597,16.112014457438292,46.19559055820254,19.29181583209587,02010202331
4.007280667179431,12.64700650224291,14.82468731827449,14.63709156020183,15.182268900063006,18.451577650614748,21.75915132867304,15.203247818205972,14.234986656500087,17.873239368232177,20.871704288122558,02021240317
5.3786453832466705,11.457341771422673,13.773261059445,9.881222431821573,23.20066387066746,12.416116721987207,18.51469529509537,7.431551780929181,11.856908159082279,9.853323062853677,16.593374878957505,01010413315
