HEAD_AREA,name
485.0,02021029301
363.0,02020614309
209.0,02021030309
292.0,02021136312
293.0,01010310355
312.0,01010308394
302.0,02020923308
320.0,02010202304
335.0,02010305308
350.0,01010207312
457.0,02010510316
392.0,01010206334
350.0,010101023116
365.0,01010620361
357.0,01010621306
320.0,02020925302
489.0,02020822304
398.0,02021135331
295.0,02010408317
322.0,010101023192
465.0,02021242327
250.0,01010308379
348.0,02010409357
230.0,01010205303
316.0,02020926307
400.0,02021240319
336.0,02021242316
309.0,02021558313
372.0,02021139310
407.0,02020926308
315.0,01010204336
252.0,01010102305
292.0,02010409301
323.0,02020926301
334.0,02010408325
303.0,02021030301
468.0,010101023205
315.0,01010310326
368.0,01010620353
270.0,01010205311
285.0,01010101331
277.0,010106193165
250.0,02010409325
315.0,02021138319
389.0,01010518325
326.0,02010512301
296.0,02020618321
334.0,02010305323
392.0,02020618316
401.0,02021136316
389.0,01010518303
282.0,02020923317
284.0,01010413309
240.0,01010619301
337.0,01010619302
314.0,02010306302
226.0,02020924314
290.0,01010619325
387.0,02021138316
307.0,01010412330
270.0,01010101387
380.0,010106203102
358.0,02010510337
408.0,01010207330
344.0,01010518312
377.0,01010620318
327.0,01010621371
298.0,01010207385
376.0,01010621348
265.0,02010306311
288.0,02010510349
327.0,02020925314
395.0,02010101304
296.0,01010412367
293.0,02010306305
523.0,01010309329
243.0,010101023137
410.0,01010309345
323.0,02020614310
281.0,02021557335
327.0,01010414326
366.0,01010309390
461.0,02020615318
348.0,010101023150
371.0,02021240306
286.0,01010619355
426.0,02020614308
319.0,01010311338
306.0,02021027334
246.0,02021243301
309.0,01010204373
332.0,01010310378
356.0,010102073103
331.0,02010513344
246.0,02010512308
295.0,01010621346
305.0,01010101368
326.0,02020720323
488.0,01010309339
291.0,01010414313
289.0,02020614306
304.0,02021030317
279.0,02021557301
404.0,01010620332
279.0,02021557329
524.0,02021034325
297.0,01010207334
188.0,010101023187
346.0,010101023140
396.0,01010205330
380.0,01010412332
272.0,02010510309
500.0,02021138313
409.0,02020821309
510.0,01010412342
358.0,01010412323
333.0,01010206309
382.0,02021241304
439.0,02021136311
335.0,010106213105
251.0,01010311336
277.0,02020617304
463.0,02021030308
263.0,010101023172
265.0,02020923319
376.0,02021135312
436.0,02010101305
330.0,01010308386
362.0,02021033313
317.0,02020617312
578.0,02021136320
396.0,01010206339
262.0,01010205318
439.0,02021027319
499.0,02021136321
363.0,02010409354
326.0,02020617330
215.0,02010101318
385.0,01010620384
513.0,02021135311
287.0,01010102359
349.0,01010516310
510.0,02021135348
410.0,02020822314
240.0,01010102378
378.0,02021034317
475.0,02010304309
388.0,01010102390
266.0,01010310344
282.0,01010205312
298.0,01010414348
313.0,02010409329
305.0,01010207398
257.0,01010411341
399.0,01010518323
265.0,02010409318
344.0,01010412360
278.0,01010516316
221.0,01010204387
277.0,01010517330
263.0,02010512320
363.0,01010412325
315.0,01010309393
354.0,02021240331
337.0,01010101374
302.0,01010103327
398.0,02021139322
474.0,01010204364
262.0,02021558317
301.0,02020923316
303.0,01010620311
228.0,02010304304
446.0,01010309303
332.0,02010409350
353.0,02010305310
340.0,02010304310
464.0,02021138317
368.0,01010103313
338.0,01010206316
280.0,02020926313
351.0,010106193120
478.0,01010620339
450.0,02021034352
378.0,02021139327
423.0,02021241309
447.0,02010510304
367.0,02010409332
383.0,02020924312
380.0,02010409308
362.0,02010409343
336.0,010101013149
368.0,01010309335
442.0,01010309332
473.0,02021139328
375.0,02010305313
394.0,010106213118
332.0,01010619309
309.0,01010412388
270.0,01010308391
272.0,02010409304
455.0,02021136307
331.0,01010414335
389.0,01010412343
336.0,02021027341
365.0,02021032305
415.0,01010620377
367.0,01010308342
333.0,010101023102
359.0,010103083107
262.0,01010204321
294.0,02021030311
470.0,02021032310
391.0,02020615302
329.0,01010308338
337.0,010106193119
392.0,02021138310
299.0,02010512325
455.0,02021135341
250.0,01010205346
276.0,01010204378
355.0,01010620366
354.0,02021240330
336.0,01010413317
335.0,010106193129
325.0,02020618314
267.0,02020925306
423.0,01010204306
381.0,01010515319
220.0,01010411310
423.0,01010206321
308.0,02021030323
355.0,01010414311
221.0,010101023112
359.0,02010513310
278.0,01010103376
382.0,02020821315
320.0,010101023118
315.0,01010412353
422.0,01010412302
188.0,02021243312
253.0,02021241301
393.0,02020821312
244.0,02021557318
315.0,010101013137
423.0,01010308371
181.0,02010513309
344.0,02021555301
305.0,02021240309
399.0,02010304303
311.0,02021135335
335.0,02021033326
462.0,02021138312
188.0,02010512337
357.0,01010309301
382.0,02021029307
336.0,01010620331
337.0,01010412376
290.0,02020615301
493.0,010101023204
308.0,01010103373
253.0,02020923318
378.0,02021034311
329.0,01010518311
392.0,01010204318
330.0,01010311318
300.0,01010308318
476.0,02021029310
317.0,02010409323
287.0,01010205333
279.0,02020614326
238.0,02010203312
363.0,02021240324
253.0,01010103380
359.0,02021242306
332.0,01010103324
307.0,02021030319
321.0,01010517307
361.0,01010620349
328.0,01010621377
478.0,02021135356
232.0,02021030304
368.0,01010207325
358.0,02021139305
480.0,02020615320
449.0,01010309327
323.0,02020617355
311.0,01010414312
296.0,02020923311
251.0,02010408306
348.0,01010102387
219.0,01010103366
338.0,02021137312
361.0,01010414315
244.0,01010204367
273.0,010101023142
325.0,01010620392
261.0,010106213124
364.0,02020617345
326.0,02021240308
405.0,01010620355
367.0,02021243309
346.0,01010517341
273.0,01010413338
260.0,01010207326
413.0,01010414317
249.0,01010413324
294.0,01010621337
279.0,02010512332
346.0,02021138309
502.0,02021029311
225.0,02020618324
348.0,02021033303
338.0,01010412344
280.0,01010205353
302.0,02021555303
352.0,010106193118
302.0,02021557310
343.0,010101013130
378.0,02020617336
335.0,02021555314
234.0,02010203313
304.0,01010205336
289.0,02020923321
358.0,01010412396
374.0,01010620348
250.0,02010513337
328.0,01010103326
444.0,02021027318
353.0,02021139324
461.0,02021029323
304.0,01010310363
301.0,02010512340
337.0,01010515306
418.0,02021032302
386.0,02020616320
321.0,01010619334
400.0,01010309334
536.0,02021032309
363.0,02021240326
303.0,01010517302
334.0,02020925311
416.0,01010206349
302.0,01010517334
342.0,01010204368
474.0,02021028320
339.0,01010309385
344.0,01010207373
219.0,02010202302
324.0,02010512348
400.0,02021033318
321.0,02010304302
272.0,02020720313
373.0,02021033310
418.0,01010620352
342.0,01010413315
328.0,01010101328
327.0,010106193121
384.0,01010308376
388.0,02020614325
475.0,02021135325
423.0,02021029305
573.0,02021032321
282.0,01010412355
271.0,02021242312
344.0,01010621363
494.0,02020821318
345.0,01010621358
272.0,01010619333
314.0,01010207338
288.0,01010621380
345.0,02010306301
321.0,01010101312
473.0,02021136313
338.0,02010305311
375.0,02020822330
350.0,01010102380
455.0,02021240317
341.0,01010207314
279.0,02020617316
294.0,01010103339
342.0,02021555321
404.0,02021135314
344.0,01010412347
295.0,01010621305
365.0,02021557313
403.0,02020618333
357.0,02021240320
405.0,02010409347
294.0,010103083101
300.0,01010310348
406.0,01010207332
470.0,02020822315
356.0,010101023158
338.0,01010204343
303.0,02010513315
332.0,02021560309
304.0,01010103316
332.0,01010204342
334.0,02010513320
310.0,02010512330
415.0,01010620302
263.0,01010413323
321.0,010106193135
370.0,02010306304
273.0,02020617321
426.0,02020924321
239.0,010101023155
359.0,02021135333
334.0,02020617354
418.0,02021135358
309.0,02020617338
350.0,01010620315
356.0,01010412328
486.0,02021136301
327.0,01010101322
428.0,01010309372
222.0,02020617314
308.0,010101013162
367.0,02021138306
308.0,02021137313
445.0,02020822307
316.0,02010510302
392.0,02021027325
338.0,010101023176
285.0,02020617308
274.0,02010511303
340.0,02020719306
366.0,02021135316
369.0,02021137314
454.0,02021027309
336.0,02010510313
345.0,02021027339
387.0,02021135301
311.0,01010413337
311.0,02020923302
401.0,01010204374
356.0,02021137329
298.0,01010207342
458.0,010101023201
368.0,02021138315
249.0,010101023146
203.0,02021560314
340.0,02010203309
269.0,01010413331
330.0,01010619349
307.0,01010621319
365.0,01010207350
384.0,01010516314
291.0,01010101378
423.0,02021136326
398.0,02020615306
383.0,02020822310
498.0,02021027342
314.0,01010413319
342.0,01010412366
312.0,01010102346
391.0,01010101361
436.0,02010305329
479.0,01010308301
509.0,02021029322
350.0,02021243314
282.0,01010204312
409.0,02021135308
359.0,01010620341
364.0,02021136310
298.0,02020923315
280.0,02021138303
371.0,02021137318
491.0,01010101398
349.0,01010206301
301.0,02010306320
426.0,02010510314
413.0,01010619326
305.0,01010207370
378.0,02020614314
279.0,02020616309
341.0,01010309380
292.0,02020923314
370.0,02010306310
252.0,02021243308
416.0,01010518302
345.0,02010510334
313.0,02021137304
317.0,01010517301
339.0,02020614312
336.0,02021033314
338.0,01010516305
374.0,02021555306
373.0,02010409349
309.0,02010203308
366.0,02020923303
297.0,02021555310
355.0,02020923307
186.0,02021241310
282.0,01010101359
421.0,02021029319
277.0,02020925316
443.0,02021029314
405.0,02021027311
408.0,01010412329
274.0,01010621353
379.0,01010308327
467.0,02020617303
336.0,02010408342
366.0,02020615316
448.0,02021136328
365.0,01010101326
252.0,010101023261
346.0,01010620322
296.0,010101023106
238.0,02021556341
388.0,02020617331
461.0,02021135304
384.0,02010101303
466.0,02021558312
450.0,02021137311
390.0,01010413301
356.0,01010619336
349.0,02021030324
293.0,01010413307
469.0,02021135342
357.0,01010517325
323.0,01010412333
312.0,01010310354
366.0,02010305324
390.0,02021027337
334.0,01010621356
386.0,02020821330
343.0,02021240325
382.0,02020821311
303.0,02021138307
371.0,02010304322
206.0,01010103342
304.0,01010414334
382.0,02021034344
402.0,02021138322
333.0,02010408302
500.0,02021136327
338.0,02021137315
372.0,010101023178
349.0,02020925309
393.0,01010413332
386.0,02021027338
365.0,02010101307
380.0,01010518317
432.0,02020614301
346.0,01010412381
417.0,02021033316
236.0,02010512329
361.0,01010620330
384.0,01010620344
437.0,02021029309
391.0,02021034323
352.0,01010101390
261.0,010103083111
376.0,01010619323
321.0,01010207340
417.0,02021139315
344.0,02020614304
443.0,02021027305
501.0,01010101303
402.0,02021027340
318.0,01010309388
370.0,02020615309
342.0,01010207354
365.0,02010409337
331.0,02020924301
279.0,02020822334
326.0,01010204304
306.0,01010101382
272.0,02010101301
385.0,01010205347
348.0,02020926305
342.0,02021034310
323.0,01010414337
376.0,01010413356
305.0,02010101309
308.0,02021138308
391.0,01010308329
380.0,02020924322
425.0,02010513336
342.0,02021242305
346.0,02020924310
395.0,010106193152
311.0,02021555304
289.0,02020617306
381.0,01010619305
421.0,02021032311
298.0,02021138323
383.0,01010620317
323.0,01010411314
465.0,02021028306
236.0,010101023156
376.0,02021034327
264.0,010106213140
309.0,01010620386
273.0,01010206303
220.0,01010103304
276.0,02021242307
254.0,02020614318
412.0,01010207358
364.0,01010309326
287.0,02020617353
358.0,01010619328
325.0,02021034302
387.0,02021138302
544.0,02021029321
299.0,01010102341
377.0,01010205325
454.0,01010515302
286.0,01010309338
318.0,010101023154
296.0,010101013168
319.0,01010207335
331.0,02021137322
426.0,02020821324
293.0,010101023170
433.0,01010517340
287.0,010106193138
358.0,01010206355
311.0,02020615327
519.0,02010511318
371.0,02021034326
382.0,01010310365
431.0,02021027326
407.0,02021029303
359.0,02021139304
447.0,02010305309
375.0,010106193127
309.0,02020618312
277.0,01010515321
295.0,01010103360
382.0,02021138328
416.0,02020617335
226.0,02010513301
325.0,01010517313
451.0,02021240302
334.0,010101023138
343.0,02020923324
