FOOT_L,FOOT_R,HAND_L,HAND_R,HEAD,LOWER_ARM_L,LOWER_ARM_R,LOWER_LEG_L,LOWER_LEG_R,TORSO,UPPER_ARM_L,UPPER_ARM_R,UPPER_LEG_L,UPPER_LEG_R,name
66.23952910316697,71.58142661148689,40.59842106323137,42.73518006655934,326.9241275091789,53.41897508319917,59.82925209318307,99.35929365475046,119.65850418636614,628.2071469784223,55.55573408652714,55.55573408652714,122.8636426913581,141.0260942196458,02020926317
51.35189300389277,63.615031631688055,45.98676985423233,73.57883176677173,344.13432774250526,69.7466009455857,83.5426319018554,108.06890915744597,82.00973957338098,630.7851931672201,60.54924697473923,62.082139303213644,146.39121736930625,160.95369448981316,02021027317
46.56521978950569,47.23043721507006,33.26087127821835,30.60000157596088,301.34349378065826,40.57826295942639,39.91304553386202,74.5043516632091,68.5173948331298,474.3000244273937,30.60000157596088,41.908697810555125,105.76957066473436,142.35652907077454,02021135323
69.71176248357492,75.32075486731082,29.64753117117554,39.262946686151395,290.8663193280195,68.91047785732692,88.14130888727863,129.808109452174,116.1862708059582,661.8611012808377,57.692493089855105,73.71818561481486,147.4363712296297,153.04536361336562,01010518306
80.3848737051981,141.0260942196458,97.30800501155561,97.30800501155561,397.6935856994012,86.02591747398394,108.59009254912726,201.6673147340935,155.12870364161037,760.1306478438909,115.64139726010956,110.00035349132372,196.02627096530767,210.12888038727226,02020618313
56.04883231806436,83.16923505261164,23.504349036607636,56.95284574254927,374.26155773675237,75.03311423224746,86.78528875055127,135.60201367273635,131.0819465503118,785.587665877386,55.144818893579455,84.07324847709654,174.47459092558745,210.63512790498382,02021136324
82.85283035404191,65.2245685765862,68.75022093207734,63.46174239884062,509.4567653684705,77.5643518208052,86.37848270953306,149.8402251083737,149.8402251083737,1249.8437600216112,89.9041350650242,86.37848270953306,208.0134889739776,225.6417507514333,02010305305
53.259854731887515,61.51138152133488,54.760132329968854,13.502498382732046,309.05718520475574,66.0122143155789,36.75680115299279,73.51360230598559,70.5130471098229,539.3497965102412,54.760132329968854,45.758466741480824,198.78678174577735,123.77290184171044,01010619327
56.14927825411824,63.984061266320786,37.8681178923123,48.314495241915694,381.29277326052386,56.14927825411824,71.81884427852333,90.10000464032927,88.79420747162884,693.3782965799253,69.20724994112248,74.43043861592417,176.28261777455725,148.86087723184835,02010512333
58.1732638656039,52.88478533236718,32.6122842882931,56.41043768785833,247.67707797325298,44.9520675325121,54.64761151011275,73.15728637644126,71.3944601986957,509.4567653684705,58.1732638656039,52.88478533236718,77.5643518208052,96.9554397760065,01010517343
50.53435042870642,57.585655139688704,28.20521884392916,32.90608865125069,300.8556676685777,45.833480621384886,52.88478533236718,70.5130471098229,75.21391691714443,609.9378574999681,48.18391552504565,52.88478533236718,153.95348618978,166.8808781599142,02021030322
88.79420747162884,82.26522162812672,60.06666976021951,49.620292410616116,428.30147133373913,96.62899048383139,82.26522162812672,135.80290554484412,112.29855650823647,825.2638106186681,95.32319331513096,94.01739614643054,231.1260988599751,235.04349036607636,01010621314
66.59565560372164,87.16196101075332,0.0,2.9380436295759544,367.2554536969943,55.82282896194314,61.69891622109505,76.38913436897482,101.85217915863309,822.6522162812673,60.71956834456973,44.07065444363932,254.63044789658272,239.94022974870296,01010517329
60.30721134392749,59.37940809248245,26.90629429190611,35.25652355491145,289.47461445085196,45.462359320806875,51.029178829477104,78.86327637282825,77.00766986993818,569.6711963872535,53.81258858381222,55.6681950867023,105.76957066473436,120.61442268785498,01010619337
44.7155908501316,43.85567564147522,36.97635397222421,30.95694751162957,277.75261239600974,47.29533647610073,42.99576043281885,53.31474293669537,65.35355585788464,407.59980890312266,43.85567564147522,48.15525168475711,93.73075774354508,101.46999462145249,010106193130
60.43975466556249,76.17927410971939,25.18323111065104,43.44107366587304,254.98021499534175,39.03400822150911,56.66226999896484,92.54837433164256,54.14394688789973,557.8085691009205,37.77484666597656,50.99604299906835,112.6949592201634,117.10202466452733,01010518333
40.50749514819614,50.25929953572484,22.504163971220077,27.755135564504762,224.29150091316012,44.258189143399484,36.00666235395212,102.01887666953102,94.51748867912433,435.83064224262887,42.75791154531815,28.505274363545432,124.5230406407511,136.5252614254018,02021557331
56.24254948045398,53.72422636938888,48.68758014725867,42.81149288810676,324.8636813273984,55.40310844343228,65.47640088769269,79.74689851706162,88.14130888727863,646.36959850671,62.9580777766276,72.1919291838663,109.96677584984286,152.77826873794962,02010408326
58.510826325172204,57.010548727090864,49.50916073668417,37.50693995203346,293.3042704249017,68.2626307127009,55.510271129009524,93.76734988008366,93.76734988008366,565.6046544766647,65.26207551653823,64.51193671749756,142.52637181772715,168.03109098510993,02021139308
76.02187891527782,74.92011255418684,27.544159027274574,55.08831805454915,297.4769174945654,57.29185077673111,80.42894435964175,133.31372969200893,132.21196333091794,708.435770181502,62.80068258218603,74.92011255418684,135.5172624141909,172.97731869128432,01010207318
76.55702257637915,77.5643518208052,40.29316977704166,52.381120710154164,421.06362417008535,52.381120710154164,67.49105937654478,108.79155839801248,102.74758293145624,783.7021521634604,58.42509617671041,79.57901030965728,149.08472817505415,176.28261777455728,01010620367
47.79217637443553,55.62695938663807,7.051304710982291,31.339132048810182,338.46262612715,50.926089579316546,76.78087351958494,91.66696124276977,75.21391691714443,705.1304710982291,50.926089579316546,70.5130471098229,120.6556583879192,180.9834875818788,02021032315
19.862830171781102,119.1769810306866,12.910839611657716,19.366259417486575,270.134490336223,51.64335844663086,47.67079241227464,94.34844331596022,14.897122628835826,599.8574711877892,42.70508486932937,96.33472633313833,128.61182536228262,136.55695743099506,02021135364
47.00869807321527,45.441741470774765,28.988697145149416,27.421740542708907,274.2174054270891,50.14261127809629,51.709567880536795,72.08000371226342,92.45043954399003,469.30350243093244,50.926089579316546,57.97739429029883,99.50174425497232,111.25391877327614,02021557323
55.266982869861195,63.84289400483966,33.35076552491624,32.397886509918635,327.7903811591768,61.937135974844445,79.08895824480138,76.23032119980854,78.13607922980376,582.2090781635378,53.36122483986598,59.07849892985163,126.73290899468171,149.60200535462428,01010414319
45.56227659403942,40.13819604712996,48.27431686749414,15.729833586037417,238.659544064016,49.90154103156698,30.374851062692944,59.12247796131305,64.00415045353157,414.94216183857327,50.44394908625792,46.10468464873036,113.90569148509854,105.76957066473436,02021139321
64.46907164326666,61.447083909988535,42.30782826589375,38.27851128818958,317.30871199420307,62.454413154414574,63.46174239884062,77.5643518208052,85.62298577621353,619.5074853220156,62.454413154414574,63.46174239884062,164.19466684144479,146.06274044177601,01010103301
96.01776627720567,80.26485149735161,56.260409928050194,43.508050344358814,269.29982885560025,52.50971593284685,95.267627478165,187.5346997601673,138.77567782252382,678.1254743327651,79.51471269831094,78.76457389927027,165.7806745879879,188.284838559208,02020618311
77.5643518208052,90.65963199834374,49.35913297687603,51.37379146572812,294.1401393724041,64.46907164326666,62.454413154414574,95.69627822047394,101.74025368703019,653.756679632501,64.46907164326666,64.46907164326666,177.2899470189833,171.24597155242705,02021558305
71.72878930137158,55.92414081123886,34.04078136336278,57.13988300278753,365.9383996561499,47.41394547039816,64.43433615207955,88.74917998305297,79.0232424506636,701.483244523583,46.19820327884949,87.5334377915043,143.45757860274315,158.0464849013272,01010621357
48.96739382626591,55.82282896194314,54.84348108541782,43.091306567114,328.0815386359816,63.65761197414568,62.678264097620364,88.14130888727864,89.12065676380395,528.8478533236719,61.69891622109505,67.57500348024695,169.42718263888005,189.99348804591173,010103083100
49.35913297687603,49.35913297687603,39.28584053261562,42.30782826589375,300.1841148389604,44.322486754745825,59.43242542113645,122.89416781997707,84.6156565317875,532.8771703013759,34.249194310485414,63.46174239884062,136.99677724194166,146.06274044177601,02020923320
71.61481347091389,71.61481347091389,28.645925388365555,48.47771988800325,304.0875156611113,100.26073885927944,92.54837433164256,148.7384587472827,133.31372969200893,789.9664809022347,74.92011255418684,84.83600980400568,174.0790850523753,206.0303095240138,01010517333
91.66696124276979,69.50571786539686,56.41043768785833,34.249194310485414,400.91703928156454,78.57168106523125,50.36646222130208,108.79155839801248,121.88683857555102,679.9472399875781,66.48373013211874,68.49838862097083,188.37056870766978,184.3412517299656,02010306312
51.45546680987077,62.89001498984205,36.20940256990906,44.78531370488752,274.4291563193108,55.266982869861195,47.64395074988034,80.99471627479659,82.9004743047918,595.5493843735043,41.9266766598947,53.36122483986598,121.01563490469607,126.73290899468171,02010409314
42.81149288810676,47.84813911023697,21.82546696256423,5.036646222130208,240.08013658820656,51.20590325832378,36.09596459193315,82.26522162812672,74.71025229493141,365.15685110444,9.233851407238713,42.81149288810676,144.3838583677326,173.76429466349217,02021555323
47.00869807321527,56.802176838468455,49.94674170279123,45.05000232016464,301.639145969798,46.029350196689954,52.88478533236718,94.01739614643054,100.87283128210777,603.278291939596,52.88478533236718,57.78152471499377,163.55109537972814,177.2619656510826,01010101327
67.90145277242206,69.20724994112248,39.17391506101273,62.67826409762036,365.6232072361188,66.59565560372164,79.65362729072588,144.94348572574708,101.85217915863309,684.2377163990222,77.04203295332502,73.12464144722375,168.44783476235472,154.08406590665004,01010414331
65.61630772719631,71.49239498634823,37.215219307962094,47.00869807321527,306.5358853524246,57.78152471499377,57.78152471499377,97.93478765253182,83.24456950465205,586.6293780386655,55.82282896194314,70.5130471098229,137.10870271354455,175.30326989803194,02021555318
53.36122483986598,43.832434689889915,37.162281584906665,57.172740899856414,251.5600599593682,43.832434689889915,40.02091862989949,79.08895824480138,87.66486937977983,488.82693469377233,38.11516059990427,57.172740899856414,139.1203361896506,142.93185224964103,01010311320
53.8641332088925,63.65761197414568,27.42174054270891,31.339132048810182,343.75110466038666,42.11195869058868,47.98804594974059,76.38913436897482,81.28587375160141,557.248941742906,39.17391506101273,56.802176838468455,141.0260942196458,149.8402251083737,02021137324
64.53736515136335,68.12277432643909,23.902727833838277,32.86625077152763,190.02668627901429,40.03706912167911,42.42734190506294,118.91607097334543,105.76957066473437,467.29832915153827,53.78113762613612,47.805455667676554,114.73309360242372,110.55011623150202,02020616316
60.3278291939596,45.441741470774765,18.020000928065855,38.39043675979247,302.42262427101826,60.3278291939596,61.11130749517985,84.6156565317875,64.24522070006087,622.0817711688821,42.30782826589375,53.27652448297731,115.17131027937741,141.80957252086606,02021032316
53.45343893809156,47.76690288084777,27.295373074770158,32.98190913201394,268.40450190190654,78.4741975899642,36.39383076636021,75.06227595561793,63.689203841130364,534.5343893809156,60.2772822067841,38.668445189257724,101.22034181893933,111.45610672197814,02021560316
60.43975466556249,153.61770977497133,55.40310844343229,90.65963199834374,436.9290597697955,76.80885488748567,112.06537844239712,159.9135175526341,198.9475257741432,1046.3632526475506,83.10466266514842,98.21460133153906,419.30079799233977,528.8478533236718,01010621307
7.712364527636881,33.60387401327498,47.37595352691226,90.89572479000608,244.04124898165273,49.57948624909423,127.25401470600853,63.35156576273152,34.15475719382047,318.96136153583956,34.15475719382047,57.29185077673111,102.46427158146142,168.57025324692037,02010510343
44.39710373581442,52.23188674801697,45.70290090451485,7.834783012202545,237.6550847034772,43.74420515146421,37.21521930796209,67.24855418807185,73.77754003157396,434.83045717724127,45.70290090451485,44.39710373581442,126.00942677959094,133.84420979179347,02021139318
60.43975466556249,61.69891622109505,27.701554221716144,26.44239266618359,350.04691243804945,57.92143155449739,56.66226999896484,74.29053177642056,84.36382422068098,676.1697553209804,59.18059311002994,66.73556244322525,156.13603288603645,166.20932533029685,01010102360
92.39640655769898,75.37601587601759,72.94453149292025,59.57136738588487,479.00242347017627,97.25937532389366,79.0232424506636,141.0260942196458,128.8686723041591,776.8592603996007,98.47511751544234,87.5334377915043,240.71695392663682,209.10765694637138,01010204303
7.48412136843389,5.861058902990395,3.2461249308869884,4.057656163608735,30.92835698039547,4.869187396330482,5.951229039959478,9.197353970846466,7.754631779341138,64.29130765895619,4.959357533299565,5.500378355114063,14.96824273686778,15.960114243527691,02010510317
49.195149146388076,42.63579592686967,23.777655420754236,20.497978810995033,267.29364369537524,30.337008640272646,32.796766097592055,60.67401728054529,67.2333705000637,475.55310841508475,38.53620016467066,38.53620016467066,100.03013659765575,122.98787286597019,01010621382
44.8051653510333,48.47771988800325,55.82282896194313,13.221196333091795,279.1141448097157,66.10598166545897,71.24755801721689,94.75190705382452,71.24755801721689,523.7062769719139,47.74320898060926,74.18560164679285,107.23859247952234,118.25625609043216,02021033312
56.2198618848588,60.98425695984684,30.49212847992342,43.832434689889915,388.7746381190236,53.36122483986598,59.07849892985163,63.84289400483966,73.37168415481572,684.1671327682817,60.03137794484923,65.74865203483488,111.48684475472,174.37685974456207,02020924309
